OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_Compiler_Note,_aperture_max,_aperture_min,_aperture_pref,_citation,_feature_type,_heave_type,_latitude,_longitude,_obs_affiliation,_obs_position,_observed_feature,_orig_lat,_orig_lon,_source,_team,_team_id,_vert_slip_type
365,ES013 (C1_339),Tectonic,Source: Ridgecrest 2019; Zone of diffuse fractures. Two main strands 1.5 m apart. First strand has 2 cm of left-lateral offset with 1 cm of vertical offset (trend of displacement vector N40E). Second strand has 4.5 cm of left-lateral offset (trend of displacement vector N55E),,Left,,,30.0,,Offset,,,,,1.5,,,,,,,,,6.5,,,1.0,,,,,2019-07-09T18:20:50-07,J. Patton,,,,,,,,,,,,,40.0,55.0,40.0,55.0,Adjusted horizontal separation to 6.5 cm.,,,,,,,35.8328498,-117.6590327,CGS,At Site,,35.8328498,-117.6590327,7.1,"S. Angster/USGS
C. DuRoss/USGS
K. Kendrick/USGS
J. Patton/CGS
E. Spangler/CGS",'07/09-4',Separation
366,Nag54 (C1_304),Tectonic,"Source: Ridgecrest 2019; 11.5 (error 1 cm) left-lateral displacement, N21E local trend on road, no pre-existing scarp, 5 cm vertical (error 2 cm)",,Left - Normal,,,21.0,,Separation,,,,,,,,,,,,,,11.5,10.5,12.5,5.0,3.0,7.0,,,2019-07-09T18:30:45-07,N. Graehl,,,,,,,,,,,,,,,,,,,,,,Natural,,35.8863044,-117.6965505,CGS,At Site,Dirt road,35.8863044,-117.6965505,7.1,"J. Delano/USGS
N. Graehl/CGS
K. Kendrick/USGS
B. Olson/CGS
J. Patton/CGS
B. Philibosian/USGS",'07/09-5',Separation
367,Nag55 (C1_305),Tectonic,"Source: Ridgecrest 2019; Fault strand 1 of 3. 11 cm horizontal (1 cm), 8 cm vertical (error 1 cm), N65E",,Left - Normal,,,,,Separation,,,,,,,,,,,,,,11.0,10.0,12.0,8.0,7.0,9.0,,,2019-07-09T18:47:57-07,N. Graehl,,,,,,,,,,,,,,,,,,,,,,Natural,,35.86803874,-117.6771561,CGS,At Site,Soil,35.86803874,-117.6771561,7.1,"J. Delano/USGS
N. Graehl/CGS
K. Kendrick/USGS
B. Olson/CGS
J. Patton/CGS
B. Philibosian/USGS",'07/09-5',Separation
368,Nag56 (C1_306),Tectonic,"Source: Ridgecrest 2019; Fault strand 2 of 3. 20 cm (error 4 cm) horizontal, 12 cm (error 2 cm) vertical, trend N65E",,Left - Normal,,,,,Separation,,,,,,,,,,,,,,20.0,16.0,24.0,12.0,10.0,14.0,,,2019-07-09T18:48:56-07,N. Graehl,,,,,,,,,,,,,,,,,,,,,,Natural,,35.86802563,-117.6771501,CGS,At Site,Soil,35.86802563,-117.6771501,7.1,"J. Delano/USGS
N. Graehl/CGS
K. Kendrick/USGS
B. Olson/CGS
J. Patton/CGS
B. Philibosian/USGS",'07/09-5',Separation
369,Stop 22 070919,Tectonic,"Source: Ridgecrest 2019; Left-lateral surface break, 3-4 cm offset measured parallel to fault on tire tread, trend of surface break N18E, trend of fault zone N30E. ",,Left,,,18.0,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,2019-07-09T18:50:11-07,J. Thompson Jobe,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.84095616,-117.6603049,USGS,At Site,Tire tread,35.84095616,-117.6603049,7.1,"M. DeFrisco/CGS
B. Haddon/USGS
J. Hernandez/CGS
K. Scharer/USGS
G. Seitz/CGS
J. Thompson Jobe/USGS",'07/09-3',
370,ES015 (C1_341),Tectonic,Source: Ridgecrest 2019; Left-lateral fault displacement of 8.5 cm,,Left,,,,75.0,Offset,,,,,,,,,,,,,,8.5,,,,,,,,2019-07-09T18:56:42-07,J. Patton,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.84139674,-117.659779,CGS,At Site,Road,35.84139674,-117.659779,7.1,"S. Angster/USGS
C. DuRoss/USGS
K. Kendrick/USGS
J. Patton/CGS
E. Spangler/CGS",'07/09-4',
371,Nag57 (C1_307),Tectonic,"Source: Ridgecrest 2019; Fault strand 3 of 3, horizontal displacement 5cm (error 2cm), 2cm (error 1cm) vertical, trend N55E general. ",,Left - Normal,,,,,Separation,,,,,,,,,,,,,,5.0,3.0,7.0,2.0,1.0,3.0,,,2019-07-09T18:59:35-07,N. Graehl,,,,,,,,,,,,,,,,,,,,,,Natural,,35.86795015,-117.6771066,CGS,At Site,Soil,35.86795015,-117.6771066,7.1,"J. Delano/USGS
N. Graehl/CGS
K. Kendrick/USGS
B. Olson/CGS
J. Patton/CGS
B. Philibosian/USGS",'07/09-5',Separation
372,ARD-0014_2_KSG7,Tectonic,"Source: Ridgecrest 2019; ARD-0014_2_KSG7 uses average fault trend (150) rather than local strand trends (see other entry).  Horizontal displacement at center of fault zone is 417 cm, and range is 340-510 cm due to non-parallel trend of burro trail. Resultant uncertainties are rounded to 100 cm.",,Right - Normal,West,,165.0,150.0,Offset,,,,Zone of deformation,33.0,,,150.0,,,,,,417.0,317.0,517.0,,,,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,26.0,,Natural,,35.79282325,-117.6147648,USGS,Other,Burro trail,35.79282325,-117.6147648,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',
373,ARD-0012_KSG7,Tectonic,"Source: Ridgecrest 2019; Transect located at northwest end of broad fault splay.  Fault zone width is 31 m, slope of ground outside of fault zone is low (0.1 degrees). Reported vertical slip is based on projection total separation across fault zone, assuming a 0.1 degree slope.  Uncertainty estimate reflects range calculated from different slopes. Discrete offsets are much smaller, totaling 49 cm.",,Normal,West,,159.0,,,,,,Zone of deformation,31.0,,,,,,,,,,,,85.0,65.0,105.0,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,31.0,,,,35.79173254,-117.6141354,USGS,Other,,35.79173254,-117.6141354,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',Offset
374,ARD-0014_1_KSG7,Tectonic,"Source: Ridgecrest 2019; Linear wildlife track, cuts obliquely across wide fault zone composed of west-facing left-stepping, en echelon strands. Displacement occurs on several discrete faults, some of which were resolvable in the survey line.",,Right - Normal,West,,164.0,164.0,Offset,,,,Zone of deformation,33.0,,,164.0,,,,,,344.0,278.0,410.0,79.0,59.0,99.0,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,26.0,,Natural,,35.7928262,-117.614766,USGS,Other,Burro trail,35.7928262,-117.614766,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',Offset
375,ARD-007a_KSG7,Tectonic,"Source: Ridgecrest 2019; Two parallel tire tracks offset across four mapped fault strands.  Trend of southern tire track  (fit visually) varies by 3 degrees, producing some variability depending on measurement location. Offset is mean of projected full fault zone offset measured at main fault zone (429 cm) and the sum of discrete measurements (407 cm), uncertainty of 20 reflects tire width. ",,Right,West,,,147.0,Offset,,,,Zone of deformation,21.0,,,147.0,,,,,,418.0,398.0,438.0,,,,,,2019-07-10T00:00:00-07,K. Scharer,,,147.5,150.5,,,,,,,,,145.5,148.5,145.5,148.5,Measurements made in-office by fitting lines to high precision GPS survey. ,,,21.0,,Cultural,,35.78947015,-117.6127065,USGS,Other,Tire tracks,35.78947015,-117.6127065,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',
376,ARD-0013_KSG7,Tectonic,"Source: Ridgecrest 2019; Offset of low berm.  Fault zone deformation concentrated along a main mole track is measured; minor more northerly-oriented strands on both sides of main fault zone terminate just at feature, producing a left-stepping en echelon or wing geometry around main fault zone. The total fault zone width is 17 m.  Eastern berm appears to bend into fault zone, preferred offset is 318 cm using wider aperture (7.7 m) that avoids this bend and follows parallel section of berm. Uncertainty estimated as 40 cm, based on width of berm and projection uncertainties.  Minimum estimates (238-263 cm, not reported) ignore the bend in berm, using a narrower aperture (2.6 m).  Asymmetric uncertainties would thus be ~318 (+40, -100) cm. ",,Right,,,159.0,159.0,Offset,,,,Zone of deformation,17.0,,,159.0,,,,,,318.0,278.0,358.0,,,,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,7.699999809,,Cultural,,35.79211932,-117.6143812,USGS,Other,Berm,35.79211932,-117.6143812,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',
377,ARD-007b_KSG7,Tectonic,"Source: Ridgecrest 2019; Two parallel tire tracks offset across four mapped fault strands.  Trend of northern tire track  (fit visually) varies by 5 degrees, producing some variability depending on measurement location (and larger displacements than the southern track).  Offset is mean of projected full fault zone offset measured at main fault zone (541 cm) and the sum of discrete measurements (459 cm).  ",,Right,West,,,147.0,Offset,,,,Zone of deformation,21.0,,,147.0,,,,,,500.0,459.0,541.0,,,,,,2019-07-10T00:00:00-07,K. Scharer,,,146.5,151.5,,,,,,,,,144.5,149.5,144.5,149.5,Measurements made in-office by fitting lines to high precision GPS survey. ,,,21.0,,Cultural,,35.7894736,-117.6127086,USGS,Other,Tire tracks,35.7894736,-117.6127086,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',
378,471,Tectonic,"Source: Ridgecrest 2019; Left-lateral rupture, NE trend",,Left,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,2019-07-10T00:00:00-07,R. Gold,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,35.84315702,-117.661014,USGS,At Site,,35.84315702,-117.661014,7.1,"R. Gold/USGS
B. Haddon/USGS
K. Kendrick/USGS
J. Patton/CGS
B. Philibosian/USGS",'07/10-4',
379,473,Tectonic,"Source: Ridgecrest 2019; Left-lateral rupture, NE trend",,Left,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,2019-07-10T00:00:00-07,R. Gold,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,35.847812,-117.6655,USGS,At Site,,35.847812,-117.6655,7.1,"R. Gold/USGS
B. Haddon/USGS
K. Kendrick/USGS
J. Patton/CGS
B. Philibosian/USGS",'07/10-4',
380,ARD-008_KSG7,Tectonic,"Source: Ridgecrest 2019; Two parallel tire tracks cross multi-stranded fault zone.  Offset (if any) on the easternmost strand was not surveyed on the northern tire track, so the southern tire track is reported.  Full fault zone width is 8.4 m, but no change in tire trend within fault zone so narrower aperture (1.9 m) is used to estimate range.  Horizontal uncertainty is 20 cm, equivalent to variability measured at different locations and the tire width. ",,Right,West,,,152.0,Offset,,,,Zone of deformation,8.399999619,,,152.0,,,,,,403.0,383.0,423.0,,,,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,1.899999976,,Cultural,,35.78985865,-117.6129234,USGS,Other,Tire tracks,35.78985865,-117.6129234,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',
381,ARD-0014_3_SouthTransect,Tectonic,"Source: Ridgecrest 2019; Vertical transect across fault scarp. Total vertical separation is 53 cm across fault zone, when adjusted for reasonable slope values estimate is 19 cm.  Listed value is mean of these. West of mapped fault traces, a 16 m long slope dips more to west than regional; may be product of previous earthquakes or fold scarp from 2019 (compare against pixel tracking).  The total vertical separation across the 24 m wide zone is 140 cm.",,Normal,West,,165.0,,,,,,Zone of deformation,10.0,,,,,,,,,,,,36.0,19.0,53.0,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,10.0,,,,35.7925086,-117.6145853,USGS,Other,,35.7925086,-117.6145853,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',Offset
382,ARD-005_KSG7,Tectonic,"Source: Ridgecrest 2019; Offset of tire track. Western track curves to south as it approaches fault zone, trend changes from 82 to 87 degrees. The latter is closer in orientation to the eastern tire track (91 degrees). Eastern track also more southerly in fault zone, suggesting rotation. Either tracks bent at (eventual) fault or more proximal value a better estimate. Main fault expressed with large variability in fault zone width along strike.  The recorded aperture (6.3 m) is the distance from the bend in the western track to last survey point of eastern track (which is west of eastern strand).  Discrete measurements of 12 cm on eastern strand, 382 cm across main fault sum to 403 cm.  The wider aperture offset is 442 cm.  Recorded values reflect this uncertainty.  Vertical separation is 47 cm at main fault zone, recorded uncertainty reflects variation in far field elevations (15 cm).",,Right - Normal,West,,,146.0,Offset,,,,Zone of deformation,9.0,,,146.0,,,,,,422.0,402.0,442.0,47.0,32.0,62.0,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,6.300000191,,Cultural,,35.78830386,-117.6117209,USGS,Other,Tire track,35.78830386,-117.6117209,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',Offset
383,ARD-004-KSG7,Tectonic,"Source: Ridgecrest 2019; Offset tire tracks across west facing scarp.  Tire tracks have 2 degree variation in trend (fit visually) and are linear up to fault zone. Fault zone width is 3.4 m and measurement aperture is 3.3 m. Horizontal slip (426 m) is mean of two measurements, and uncertainty is 20 cm (larger than variation in individual measurements) reflecting tire width.  Vertical offset is 66 cm when local slope of 0.7 degrees is removed, and 71 cm measured across fault zone.  Vertical uncertainty is 10 cm, based on elevation variation along transect. ",,Right - Normal ,West,,,150.0,Offset,,,,Scarp,3.400000095,,,150.0,,,,,,426.0,406.0,446.0,68.0,53.0,83.0,,,2019-07-10T00:00:00-07,K. Scharer,,,149.0,151.0,,,,,,,,,149.0,151.0,149.0,151.0,Measurements made in-office by fitting lines to high precision GPS survey. ,,,3.299999952,,Cultural,,35.78795646,-117.6114863,USGS,Other,Tire track and fault perpendicular transect,35.78795646,-117.6114863,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',Separation
384,ARD-009_KSG7,Tectonic,"Source: Ridgecrest 2019; Fault zone consists of narrow moletrack.  Western edge more linear than east, so west used to define fault azimuth (151 degress).  Tire track has same trend on either side of fault, so uncertainty estimate (20 cm) based on tire width, total separation of 370 cm.  Horizontal aperture (2 m) is shorter than FZW of 3.2 m because the tire track continues inside boundary of mapped fault zone boundaries with no apparent shear.  Vertical separation (20 cm) is based on total vertical step across 3.3 m fault zone, does not include trough located on west side of scarp.  Vertical uncertainty reflects variability in elevation which is less than 10 cm.",,Right,West,,,151.0,Offset,,,,Mole track,3.299999952,,,151.0,,,,,,370.0,350.0,390.0,20.0,15.0,25.0,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,2.0,,Cultural,,35.79037832,-117.6132375,USGS,Other,Tire track and fault perpendicular transect,35.79037832,-117.6132375,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',Offset
385,KSG7-01b,Tectonic,Source: Ridgecrest 2019; West facing scarp in low gradient fan. Offset ranges from 51 cm (discrete across fault zone) to 46 cm (if 1 degree slope is removed); uncertainty reflects variability in surface elevations along sections of transect. ,,Normal,West,,,,,,,,Scarp,2.5,,,,,,,,,,,,48.0,28.0,68.0,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,2.5,,Natural,,35.78813444,-117.6115962,USGS,Other,Alluvial fan,35.78813444,-117.6115962,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',Offset
386,KSG7-01a,Tectonic,"Source: Ridgecrest 2019; Offset of irregular mud polygon by narrow fault zone.  Local fault zone azimuth varies by 6 degrees, and discrete offsets vary from 486 to 492 cm.  Mean value of four measurements (489 cm); uncertainty (20 cm) reflects width of polygon edge and is more than variation in discrete measurements. Maximum fault zone width is 2.2 m, and aperture is 2.1 m.",,Right,West,,,146.0,Offset,,,,Scarp,2.200000048,,,146.0,,,,,,489.0,469.0,509.0,,,,,,2019-07-10T00:00:00-07,K. Scharer,,,143.0,149.0,,,,,,,,,143.0,149.0,143.0,149.0,Measurements made in-office by fitting lines to high precision GPS survey. ,,,2.099999905,,Natural,,35.78802308,-117.6115377,USGS,Other,Mud polygon,35.78802308,-117.6115377,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',
387,ARD-003-KSG7,Tectonic,"Source: Ridgecrest 2019; Offset of tire track at 4 m wide west facing fault scarp. Two measurements taken, at central (eastern) termination of track and western edge of fault zone. Tracks (fit visually) vary in trend by 3 degrees.  Offset (434 cm) uncertainty of 20 cm based on tire track width. ",,Right,West,,,150.0,Offset,,,,Scarp,4.0,,,150.0,,,,,,434.0,414.0,454.0,,,,,,2019-07-10T00:00:00-07,K. Scharer,,,,,,,,,,,,,,,,,Measurements made in-office by fitting lines to high precision GPS survey. ,,,2.5,,Cultural,,35.78785128,-117.611423,USGS,Other,Tire track,35.78785128,-117.611423,7.1,"S. Angster/USGS
T. Dawson/CGS
C. DuRoss/USGS
B. Olson/CGS
K. Scharer/USGS",'07/10-5',
388,462,Tectonic,Source: Ridgecrest 2019; Broad zone of distributed faulting (50-80 m wide). At least 3 significant fault strands each w/~10 cm right-lateral displacement,,Right,,,,,,,,,,,50.0,80.0,,,,,,,,30.0,,,,,,,2019-07-10T00:00:00-07,R. Gold,,,,,,,,,,,,,,,,,Observation time not reported,,,,,,,35.65651802,-117.490647,USGS,At Site,,35.65651802,-117.490647,7.1,"R. Gold/USGS
B. Haddon/USGS
K. Kendrick/USGS
J. Patton/CGS
B. Philibosian/USGS",'07/10-4',
389,p2,Tectonic,Source: Ridgecrest 2019; 90 cm vertical scarp,,Normal,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,2019-07-10T06:15:00-07,B. Brooks,,,,,,,,,,,,,,,,,Observation time is estimated,,,,,,,35.732215,-117.579245,USGS,At Site,,35.732215,-117.579245,7.1,"B. Brooks/USGS
B. Haddon/USGS
K. Hudnut/USGS
K. Kendrick/USGS
J. Nevitt/USGS
B. Olson/CGS",'07/07-4',Separation
390,p3,Tectonic,"Source: Ridgecrest 2019; Right-lateral, 1.6 - 1.9 m",,Right,,,,,,,,,,,,,,,,,,,,160.0,190.0,,,,,,2019-07-10T06:16:00-07,B. Brooks,,,,,,,,,,,,,,,,,,,,,,,,35.734419,-117.581054,USGS,At Site,,35.734419,-117.581054,7.1,"B. Brooks/USGS
B. Haddon/USGS
K. Hudnut/USGS
K. Kendrick/USGS
J. Nevitt/USGS
B. Olson/CGS",'07/07-4',
391,p5,Tectonic,"Source: Ridgecrest 2019; Right-lateral, channel, 1 (south side), 1.6 m (north side)",,Right,,,,,,,,,,,,,,,,,,,,100.0,160.0,,,,,,2019-07-10T06:16:00-07,B. Brooks,,,,,,,,,,,,,,,,,,,,,,Natural,,35.737412,-117.582569,USGS,At Site,Channel,35.737412,-117.582569,7.1,"B. Brooks/USGS
B. Haddon/USGS
K. Hudnut/USGS
K. Kendrick/USGS
J. Nevitt/USGS
B. Olson/CGS",'07/07-4',
392,p4,Tectonic,"Source: Ridgecrest 2019; Right-lateral, 1.1 m",,Right,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,2019-07-10T06:16:00-07,B. Brooks,,,,,,,,,,,,,,,,,,,,,,,,35.735468,-117.581929,USGS,At Site,,35.735468,-117.581929,7.1,"B. Brooks/USGS
B. Haddon/USGS
K. Hudnut/USGS
K. Kendrick/USGS
J. Nevitt/USGS
B. Olson/CGS",'07/07-4',
393,p6,Tectonic,"Source: Ridgecrest 2019; Right-lateral, channel margin, 1.4 m",,Right,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,2019-07-10T06:16:00-07,B. Brooks,,,,,,,,,,,,,,,,,,,,,,Natural,,35.73896,-117.58295,USGS,At Site,channel margin,35.73896,-117.58295,7.1,"B. Brooks/USGS
B. Haddon/USGS
K. Hudnut/USGS
K. Kendrick/USGS
J. Nevitt/USGS
B. Olson/CGS",'07/07-4',
394,p7,Tectonic,"Source: Ridgecrest 2019; Right-lateral, 1.2 m",,Right,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,2019-07-10T06:17:00-07,B. Brooks,,,,,,,,,,,,,,,,,,,,,,,,35.739786,-117.583076,USGS,At Site,,35.739786,-117.583076,7.1,"B. Brooks/USGS
B. Haddon/USGS
K. Hudnut/USGS
K. Kendrick/USGS
J. Nevitt/USGS
B. Olson/CGS",'07/07-4',
395,p8,Tectonic,"Source: Ridgecrest 2019; Right-lateral, channel, 1.6-1.8 m, >70 cm East side up",,Right - Normal ,West,,,,,,,,,,,,,,,,,,,160.0,180.0,,70.0,,,,2019-07-10T06:17:00-07,B. Brooks,,,,,,,,,,,,,,,,,,,,,,Natural,,35.741582,-117.58398,USGS,At Site,Channel,35.741582,-117.58398,7.1,"B. Brooks/USGS
B. Haddon/USGS
K. Hudnut/USGS
K. Kendrick/USGS
J. Nevitt/USGS
B. Olson/CGS",'07/07-4',Separation
396,Nag106 (C1_355),Tectonic,"Source: Ridgecrest 2019; Offset tire track, cm scale ",,Left,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2019-07-10T09:42:39-07,N. Graehl,,,,,,,,,,,,,,,,,,,,,,Natural,,35.61304398,-117.5875268,CGS,At Site,Dirt bike track,35.61304398,-117.5875268,6.4,"E. Frost/CGS
N. Graehl/CGS
J. Treiman/CGS",'07/10-1',
397,227,Tectonic,"Source: Ridgecrest 2019; Middle line of road, N21E fault strike; 2 measures: 12 cm left-lateral, 1 cm down to E & 11.5 cm left-lateral 0.5 down to E; from R. Gold: Left-lateral rupture across road. Note additional minor offsets within 0.5 km to west; from E. Haddon: Right stepping shears. ",,Left,East,,,,Separation,,,,,7.0,,,,,,,,,11.5,10.5,12.5,,0.5,1.0,,,2019-07-10T09:44:42-07,K. Kendrick,,,21.0,25.0,,,,,,,,,,,,,,,,,,Cultural,,35.676647,-117.527389,USGS,At Site,Road,35.676647,-117.527389,Uncertain,"R. Gold/USGS
B. Haddon/USGS
K. Kendrick/USGS
J. Patton/CGS
B. Philibosian/USGS",'07/10-4',Separation
398,C1_382,Tectonic,"Source: Ridgecrest 2019; 1-2 cm left-lateral offset on en echelon fracture, trend N20E",,Left,,,,,,,,,En echelon,,,,,,,,,,,1.0,2.0,,,,,,2019-07-10T09:49:49-07,J. Treiman,,,,,,,,,,,,,,,,,,,,,,,,35.61278305,-117.5880043,CGS,At Site,,35.61278305,-117.5880043,6.4,"E. Frost/CGS
N. Graehl/CGS
J. Treiman/CGS",'07/10-1',
399,Placemark 109,Tectonic,"Source: Ridgecrest 2019; Strike 145
Apparent vertical offset 20 +/-3 cm west side down
Recent tracks. I could not make a good lateral offset measurement
Just to N and S fissure/moletrack",,Normal,West,,,,,,,,,,,,,,,,,,,,,20.0,17.0,23.0,,,2019-07-10T09:57:33-07,S. Akciz,,,,,,,,,,,,,,,,,,,,,,,,35.59400635,-117.4003454,CSUF,At Site,,35.59400635,-117.4003454,7.1,"S. Akciz/CSUF
S. Padilla/CSUF",'07/10-7',Separation
400,Wpt 107 (C1_722),Tectonic,Source: Ridgecrest 2019; 99 cm +/- 10 cm right-lateral offset along fault trend; 7 cm vertical offset down to east. Fault splits into two main strands to the south which form a small graben at Wpt 108. (ID 10713),,Right,East,,,,Separation,,,,,,,,,,,,,,99.0,89.0,109.0,7.0,,,,,2019-07-10T10:08:15-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.6874361,-117.5354347,CGS,At Site,Road,35.6874361,-117.5354347,7.1,"M. DeFrisco/CGS
J. Delano/USGS
C. DuRoss/USGS
J. Hernandez/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/10-2',Separation
401,Placemark 112,Tectonic,"Source: Ridgecrest 2019; 75 cm right-lateral
Strike 142
Walked all over. Maybe someone else measured it too
Projection made over 1 m zone. Some of it is fissure 60 cm.",,Right,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,2019-07-10T10:12:10-07,S. Akciz,,,,,,,,,,,,,,,,,,,,1.0,,,,35.59234139,-117.398759,CSUF,At Site,,35.59234139,-117.398759,7.1,"S. Akciz/CSUF
S. Padilla/CSUF",'07/10-7',
402,Wpt 109 (C1_724),Tectonic,Source: Ridgecrest 2019; 125 +/- 20 cm right-lateral offset of small channel thalweg; 15 cm +/- 5 cm vertical offset down to west; width of deformation 0.5-1.5 m widening to 4 to 10 m to the south,,Right,West,,,,Separation,,,,,,0.5,1.5,,,,,,,125.0,105.0,145.0,15.0,10.0,20.0,,,2019-07-10T10:19:32-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,Natural,,35.68590627,-117.5335824,CGS,At Site,Channel thalweg,35.68590627,-117.5335824,7.1,"M. DeFrisco/CGS
J. Delano/USGS
C. DuRoss/USGS
J. Hernandez/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/10-2',Separation
403,Placemark 114,Tectonic,"Source: Ridgecrest 2019; Not a great place but... 
50-60 cm right-lateral using channel edge break in slope
Likely a natural bend in channel. So this might be minimum
5-8 cm vertical offset west side down
Strike 140
Flags at fault",,Right - Normal ,West,,,,,,,,,,,,,,,,,,,50.0,60.0,,5.0,8.0,,,2019-07-10T10:25:53-07,S. Akciz,,,,,,,,,,,,,,,,,,,,,,Natural,,35.59214319,-117.3984145,CSUF,At Site,Channel Edge,35.59214319,-117.3984145,7.1,"S. Akciz/CSUF
S. Padilla/CSUF",'07/10-7',Separation
404,Wpt 110 (C1_725),Tectonic,Source: Ridgecrest 2019; Channel offset 86 cm right-lateral along fault; 29 cm vertical offset down to SW; additional slip likely accommodated along conjugate shears to SW of fault. Many conjugate shears SW of fault trending S30E; width of deformation >10m,,Right,West,,,,,,,,,,10.0,,,,,,,,86.0,,,29.0,,,,,2019-07-10T10:36:51-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,Natural,,35.6842181,-117.530807,CGS,At Site,Channel,35.6842181,-117.530807,7.1,"M. DeFrisco/CGS
J. Delano/USGS
C. DuRoss/USGS
J. Hernandez/CGS
G. Seitz/CGS
E. Spangler/CGS",'07/10-2',Separation
